pair_id,incident_id,attack_type,attack_category,outcome_summary,observed_behaviour,atom_full_id,standard,control_id,control_name,atom_key,atom_claim,label_hint,label,evidence_note
INC-014-B__HIPAA.164.312.a.1.a,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-014-B__HIPAA.164.312.a.1.c,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-014-B__HIPAA.164.312.a.1.d,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",HIPAA.164.312.a.1.d,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,d,The covered entity shall allow access only to software programs that have been granted access rights.,Y,,
INC-014-B__HIPAA.164.312.d.a,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",HIPAA.164.312.d.a,HIPAA,HIPAA.164.312.d,Person or Entity Authentication — Standard,a,The covered entity shall implement procedures to verify that a person seeking access to ePHI is the one claimed.,Y,,
INC-014-B__HIPAA.164.312.e.1.a,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-014-B__ISO.9.4.2.a,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-014-B__ISO.9.4.2.b,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",ISO.9.4.2.b,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,b,The organization shall control access to applications by a secure log-on procedure where required.,Y,,
INC-014-B__ISO.10.1.1.a,INC-014-B,MQTT-DoS-Connect_Flood,MQTT,ePHI disclosed: up to 38 patients' last-30-minute SpO2 and blood glucose retained messages exposed to external attacker due to anonymous MQTT access. Incident classified as a reportable HIPAA breach. …,"At 23:41 UTC, the RPM MQTT broker received a CONNECT flood from 203.0.113.55, an external IP geolocated to a commercial VPS provider. The flood produced 11,904 flows over approximately 58 seconds with a peak connection-request rate of 198,730 per second — consistent with the CICIoMT2024 Connect Flood profile. The broker was running EMQ X 4.4.18 with the anonymous-access plugin enabled (a temporary measure applied two weeks prior for a vendor integration test that was never reverted). Anonymous C…",ISO.10.1.1.a,ISO 27002,ISO.10.1.1,Policy on the Use of Cryptographic Controls,a,The organization shall develop a policy on the use of cryptographic controls for protection of information.,Y,,
INC-015-A__HIPAA.164.312.a.1.a,INC-015-A,MQTT-DoS-Publish_Flood,MQTT,"Genuine OR telemetry (HR, SpO2, EtCO2) dropped between 08:41–08:53 UTC during a live surgical case. No ePHI was exfiltrated — attacker's PUBLISH payloads were random bytes with no subscriber retrievin…","At 08:33 UTC, the surgical suite MQTT broker received a PUBLISH flood from client ID 'svc-integration-05' — a legitimate service account whose credential had been obtained by a rogue vendor remote-support session the prior day. The attacker published to topic /or/suite3/monitor/vitals at a rate of approximately 507.6 messages per second (consistent with the CICIoMT2024 DoS Publish Flood profile mean), sustaining 44,376 observed flows over 64 minutes. Individual PUBLISH payloads ranged from 128 b…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-015-A__HIPAA.164.312.a.1.e,INC-015-A,MQTT-DoS-Publish_Flood,MQTT,"Genuine OR telemetry (HR, SpO2, EtCO2) dropped between 08:41–08:53 UTC during a live surgical case. No ePHI was exfiltrated — attacker's PUBLISH payloads were random bytes with no subscriber retrievin…","At 08:33 UTC, the surgical suite MQTT broker received a PUBLISH flood from client ID 'svc-integration-05' — a legitimate service account whose credential had been obtained by a rogue vendor remote-support session the prior day. The attacker published to topic /or/suite3/monitor/vitals at a rate of approximately 507.6 messages per second (consistent with the CICIoMT2024 DoS Publish Flood profile mean), sustaining 44,376 observed flows over 64 minutes. Individual PUBLISH payloads ranged from 128 b…",HIPAA.164.312.a.1.e,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,e,The covered entity shall assign a unique name or number for identifying user identity.,Y,,
INC-015-A__HIPAA.164.312.b.b,INC-015-A,MQTT-DoS-Publish_Flood,MQTT,"Genuine OR telemetry (HR, SpO2, EtCO2) dropped between 08:41–08:53 UTC during a live surgical case. No ePHI was exfiltrated — attacker's PUBLISH payloads were random bytes with no subscriber retrievin…","At 08:33 UTC, the surgical suite MQTT broker received a PUBLISH flood from client ID 'svc-integration-05' — a legitimate service account whose credential had been obtained by a rogue vendor remote-support session the prior day. The attacker published to topic /or/suite3/monitor/vitals at a rate of approximately 507.6 messages per second (consistent with the CICIoMT2024 DoS Publish Flood profile mean), sustaining 44,376 observed flows over 64 minutes. Individual PUBLISH payloads ranged from 128 b…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-015-A__HIPAA.164.312.e.1.a,INC-015-A,MQTT-DoS-Publish_Flood,MQTT,"Genuine OR telemetry (HR, SpO2, EtCO2) dropped between 08:41–08:53 UTC during a live surgical case. No ePHI was exfiltrated — attacker's PUBLISH payloads were random bytes with no subscriber retrievin…","At 08:33 UTC, the surgical suite MQTT broker received a PUBLISH flood from client ID 'svc-integration-05' — a legitimate service account whose credential had been obtained by a rogue vendor remote-support session the prior day. The attacker published to topic /or/suite3/monitor/vitals at a rate of approximately 507.6 messages per second (consistent with the CICIoMT2024 DoS Publish Flood profile mean), sustaining 44,376 observed flows over 64 minutes. Individual PUBLISH payloads ranged from 128 b…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
